"ISOAPL","ISOBMP","ISOTIP","ISOFIL","ISOALI","ISOLLN","ISOLNG","ISODSC","ISODFT","ISOFLG"
"MCD",47,"A","","",3,3,"Private Data","",""
"MCD",48,"A","","",3,512,"Additional Data Private Use","","T     S    S"
"MCD",49,"A","0","I",0,3,"Transaction Currency Code","",""
"MCD",50,"A","","",0,3,"Currency Code, Settlement","",""
"MCD",51,"A","","",0,3,"Currency Code, Cardholder Billing","",""
"MCD",52,"P","0","I",0,8,"Personal Identification Number (PIN)","","T"
"MCD",53,"A","","",0,16,"Security Related Control Information","",""
"MCD",54,"A","","",3,120,"Additional Amounts","","           N"
"MCD",55,"A","0","I",3,255,"EMV Datos",""," S      S"
"MCD",56,"A","","",3,37,"Datos de la Cuenta de Pago","",""
"MCD",57,"A","","",1,1,"Private Data","",""
"MCD",58,"A","","",2,1,"Private Data","",""
"MCD",59,"A","","",3,15,"National POS Geog Data","",""
"MCD",60,"A","","",3,69,"Advice Reason Code","",""
"MCD",61,"A","","",3,26,"POS Data","",""
"MCD",62,"A","","",3,100,"Intermediate Network Facility (INF) Data","",""
"MCD",63,"A","","",3,50,"Network Data","",""
"MCD",64,"A","","",0,1,"Private Data","",""
"MCD",66,"A","0","I",0,1,"Settlement Code","",""
"MCD",70,"A","","",0,3,"Network Management Information Code","",""
"MCD",73,"A","","",0,6,"Date, Action","",""
"NT1",1,"A","","",0,16,"Bit Map, Extendido","",""
"NT1",2,"A","","",2,19,"PAN","",""
"NT1",3,"A","","",0,6,"Código de Proceso o Transacción","",""
"NT1",4,"A","","",0,12,"Monto, Transacción","",""
"NT1",5,"A","","",0,12,"Monto, Settlement","",""
"NT1",7,"A","","",0,10,"Transmisión Date/Time","",""
"NT1",11,"A","","",0,6,"System Trace audit. Nro.","",""
"NT1",12,"A","","",0,6,"Time, Local Transaction","",""
"NT1",13,"A","","",0,4,"Date, Local Transaction","",""
"NT1",14,"A","","",0,4,"Date, Expiration","",""
"NT1",15,"A","","",0,4,"Date, Settlement","",""
"NT1",18,"A","","",0,4,"Tipo de Comercio o Tipo de Terminal usada","",""
"NT1",19,"A","","",0,3,"Código de país adquiriente","",""
"NT1",21,"A","","",0,3,"Código del País Emisor","152",""
"NT1",22,"A","","",0,3,"Modo de Entrada del PAN y del PIN","",""
"NT1",25,"A","","",0,2,"Point of Service Condition Code","",""
"NT1",32,"A","","",2,11,"Código de Identif. institución Adquiriente","",""
"NT1",35,"A","0","I",2,37,"Datos del Track II","",""
"NT1",37,"A","0","I",0,12,"Número de Referencia","",""
"NT1",38,"A","0","I",0,6,"Código de Autorización","",""
"NT1",39,"A","0","I",0,2,"Código de Respuesta","",""
"NT1",41,"A","0","I",0,8,"Número de Terminal","",""
"NT1",42,"A","0","I",0,15,"Número identificador de la tienda","",""
"NT1",43,"A","0","I",0,40,"Card Aceptor Name/Location","",""
"NT1",44,"A","0","I",2,12,"código de autorización adicional","",""
"NT1",46,"A","0","I",2,20,"Datos Adicionales respuesta compra internet","",""
"NT1",47,"A","0","I",3,165,"Datos Adicionales DICOM - Cámara","",""
"NT1",48,"A","0","I",3,70,"Additional Data - Fechas Adicionales","",""
"NT1",49,"A","0","I",0,3,"Moneda usada para la transacción","",""
"NT1",50,"A","0","I",0,3,"Moneda usada para la reconciliación","",""
"NT1",52,"A","0","I",0,16,"Pin o Clave Personal","",""
"NT1",53,"A","0","I",0,16,"Nuevo Pin o Clave","",""
"NT1",54,"A","0","I",3,220,"Montos o Saldos","",""
"NT1",60,"A","0","I",3,999,"Advice/Reversal Reason Code","",""
"NT1",61,"A","0","I",3,999,"Tasa de Interés","",""
"NT1",63,"A","0","I",3,91,"Network data - NO DEFINIDO EN DOC SATIF","",""
"NT1",67,"A","0","I",0,2,"Número de Cuotas","",""
"NT1",70,"A","0","I",0,3,"Network Management Information code","",""
"NT1",90,"A","0","I",0,42,"Original data elements","",""
"NT1",91,"A","0","I",0,1,"File update code","",""
"NT1",95,"A","0","I",0,42,"Replacement Amounts","",""
"NT1",98,"A","0","I",0,25,"Nombre del Emisor","CMR-ARGENTINA",""
"NT1",100,"A","0","I",3,999,"Receiving Institution ID","",""
"NT1",101,"A","0","I",3,17,"Nombre del archivo a actualizar","",""
"NT1",102,"A","0","I",2,28,"Account Identification 1","",""
"NT1",103,"A","0","I",2,28,"Account Identification 2","",""
"NT1",104,"A","0","I",3,100,"Transaction Description","",""
"NT1",105,"A","0","I",3,999,"Large private Data 1 (UPC)","",""
"NT1",106,"A","0","I",3,999,"Large private Data 2 (Compra por internet)","",""
"NT1",107,"A","0","I",3,999,"Large private Data 3 (Campa¦as)","",""
"NT1",108,"A","0","I",3,999,"Información Transacciones Diferidas","",""
"NT1",109,"A","0","I",3,999,"Información de Puntos","",""
"NT1",110,"A","0","I",3,999,"Información de la compra","",""
"NT1",111,"A","0","I",3,999,"Nombre completo","",""
"NT1",112,"A","0","I",3,999,"Indicadores del Cliente y cuenta","",""
"NT1",113,"A","0","I",3,999,"Información adicional cliente 1","",""
"NT1",114,"A","0","I",3,999,"Información de estado de elementos","",""
"NT1",115,"A","0","I",3,999,"RUT Principal","",""
"NT1",116,"A","0","I",3,999,"Número de teléfono","",""
"NT1",117,"A","0","I",3,999,"Datos comunicacion switch vs canales","",""
"NT1",118,"A","0","I",3,999,"Datos de la cuenta","",""
"NT1",119,"A","0","I",3,999,"Datos del cross reference","",""
"NT1",120,"A","0","I",3,999,"Información bancaria y de cheque (DefxCMR)","",""
"NT1",121,"A","0","I",3,999,"Montos Adicionales","",""
"NT1",122,"A","0","I",3,999,"Datos Adicionales","",""
"NT1",123,"A","0","I",3,999,"Reserved Private (AVS data)","",""
"NT1",124,"A","0","I",3,999,"Datos de la tarjeta","",""
"NT1",125,"A","0","I",3,999,"Network Managment Information Data","",""
"NT1",126,"A","0","I",3,999,"Información Telcos","",""
"OMN",15,"A","0","I",0,4,"Settlement Date","",""
"OMN",17,"A","0","I",0,4,"Capture Date","",""
"OMN",18,"A","0","I",0,4,"Merchant Type","",""
"OMN",19,"A","0","I",0,3,"Acq Institution Country Code","",""
"OMN",22,"A","0","I",0,3,"Point of Service PIN Capture Code","",""
"OMN",25,"A","0","I",0,2,"Point of Service Condition Coder","",""
"OMN",28,"A","0","I",0,8,"Transaction Fee Amount","",""
"OMN",32,"A","0","I",2,11,"Acq Institution Identification Code","",""
"OMN",33,"A","0","I",2,11,"Forwarding inst id code Bm33","",""
"OMN",35,"A","0","I",2,37,"Track 2 Data","",""
"OMN",37,"A","0","I",0,12,"Retrieval Reference Number","",""
"OMN",38,"A","0","I",0,6,"Auth Identification Response","",""
"OMN",39,"A","0","I",0,2,"Response Code","",""
"OMN",41,"A","0","I",0,8,"Card Acceptor Terminal Id","",""
"OMN",42,"A","0","I",0,15,"Card Aceptor Id Code","",""
"OMN",43,"A","0","I",0,40,"Card Aceptor Name/Location","",""
"OMN",44,"A","0","I",2,27,"Additional Response Data","",""
"OMN",45,"A","3","I",2,76,"Track 1 de la tarjeta","",""
"OMN",48,"A","3","I",3,20,"Additional Data - Base24 - ATM Data.","",""
"OMN",49,"A","0","I",0,3,"Transaction Currency Code","",""
"OMN",50,"A","0","I",0,3,"Settlement Currency Code","",""
"OMN",52,"A","0","I",0,16,"Personal Identification Number (PIN)","","T"
"OMN",53,"A","0","I",0,16,"Security Control Info Bm53","",""
"OMN",54,"A","0","I",3,12,"Additional Amounts","",""
"OMN",60,"A","3","I",3,12,"Terminal Data","",""
"OMN",61,"A","3","I",3,22,"Datos reservados","",""
"OMN",70,"A","3","I",0,3,"Network Management Information Code","",""
"OMN",90,"A","3","I",0,42,"Original Data Elements","",""
"OMN",95,"A","3","I",0,42,"Valor de reemplazo","",""
"OMN",100,"A","3","I",2,11,"Receiving Institution Id Code","",""
"OMN",102,"A","3","I",2,28,"Account Identification 1","",""
"OMN",103,"A","3","I",2,28,"Account Identification 2","",""
"OMN",105,"A","3","I",3,32,"Reserved for ISO use","",""
"OMN",120,"A","3","I",3,200,"Datos discrecionales trans. Falabella 2","",""
"OMN",121,"A","3","I",3,100,"Observaciones/Notas Bmp121","",""
"OMN",122,"A","3","I",3,104,"Datos discrecionales trans. Falabella","",""
"OMN",123,"A","3","I",3,500,"Bitmap 123","","      S"
"OMN",124,"A","3","I",3,12,"Datos discrecionales trans. Falabella","",""
"OMN",125,"A","3","I",3,15,"Datos discrecionales trans. Falabella","",""
"OMN",126,"A","3","I",3,999,"Datos discrecionales trans. Falabella 1","","      S"
"OMN",127,"A","3","I",3,500,"Código de identificación de institución","",""
"STF",51,"A","0","I",0,1,"Campo 51 Satif","",""
"STF",52,"A","0","I",0,16,"Pin o Clave Personal","",""
"STF",53,"A","0","I",0,16,"Nuevo Pin o Clave","",""
"STF",54,"A","0","I",3,220,"Montos o Saldos","",""
"STF",60,"A","0","I",3,34,"Advice/Reversal Reason Code","",""
"STF",61,"A","0","I",3,20,"Tasa de Interés","",""
"STF",62,"A","0","I",0,259,"Verification & Token Data","",""
"STF",63,"A","0","I",3,200,"Network data","",""
"STF",67,"A","0","I",0,2,"Número de Cuotas","",""
"STF",68,"A","0","I",3,128,"Info canal de origen al Bridge (AZ7 4.2/4.1)","",""
"STF",70,"A","0","I",0,3,"Network Management Information code","",""
"STF",90,"A","0","I",0,42,"Original data elements","",""
"STF",91,"A","0","I",0,1,"File update code","",""
"STF",95,"A","0","I",0,42,"Replacement Amounts","",""
"STF",98,"A","0","I",0,25,"Nombre del Emisor","",""
"STF",100,"A","0","I",3,50,"Receiving Institution ID","",""
"STF",101,"A","0","I",3,17,"Nombre del archivo a actualizar","",""
"STF",102,"A","0","I",2,28,"Identificacion de la cuenta 1","",""
"STF",103,"A","0","I",2,28,"Identificacion de la cuenta 2","",""
"STF",104,"A","0","I",3,100,"Descripcion de la transaccion","",""
"STF",105,"A","0","I",3,512,"Large private Data 1 (UPC)","",""
"STF",106,"A","0","I",3,512,"Large private Data 2 (Compra por internet)","",""
"STF",107,"A","0","I",3,50,"Large private Data 3 (Campa¦as)","",""
"STF",108,"A","0","I",3,10,"Información Transacciones Diferidas","",""
"STF",109,"A","0","I",3,50,"Información de Puntos","",""
"STF",110,"A","0","I",3,51,"Información de la compra","",""
"STF",111,"A","0","I",3,110,"Nombre completo","",""
"STF",112,"A","0","I",3,20,"Indicadores del Cliente y cuenta","",""
"STF",113,"A","0","I",3,30,"Información Adicional Cliente 1","",""
"STF",114,"A","0","I",3,12,"Información De Estado De Elementos","",""
"STF",115,"A","0","I",3,15,"RUT Principal","",""
"STF",116,"A","0","I",3,30,"Número De Teléfono","",""
"STF",117,"A","0","I",3,999,"Datos Comunicación Switch Vs Canales","",""
"STF",118,"A","0","I",3,512,"Datos De La Cuenta","",""
"STF",119,"A","0","I",3,512,"Datos Del Cross Referente","",""
"STF",120,"A","0","I",3,80,"Información Bancaria y De Cheque (DefxCMR)","",""
"STF",121,"A","0","I",3,512,"Montos Adicionales","",""
"STF",122,"A","0","I",3,512,"Datos Adicionales","",""
"STF",123,"A","0","I",3,512,"Reserved Private (AVS data)","",""
"STF",124,"A","0","I",3,512,"Datos De La Tarjeta","",""
"STF",125,"A","0","I",3,512,"Network Managment Information Data","",""
"STF",126,"A","0","I",3,512,"Información Telcos","",""
